sample-id	S_8123220	S_0313206	S_8123213	S_1411224	S_1313229	S_8123225	S_1413229	S_8123218	S_8221232	S_1413216	S_1413230	S_0313216	S_8221227	S_1211212	S_1313218	S_1313221	S_1313202	S_8123214	S_8123227	S_0313222	S_1213209	S_0313218	S_8221222	S_1213218	S_1211209	S_1213211	S_1313223	S_1413233	S_1413221	S_8221213	S_8222219	S_8123226	S_1413231	S_1311202	S_8123202	S_0313207	S_8221231	S_1212203
s__TM7x_sp013333495	0	0	0	0	0	154752	0	0	0	0	290274	1060324	42813	709033	0	0	0	0	20644	0	0	0	0	0	0	0	0	0	0	0	56972	0	0	0	0	0	0	0
s__TM7x_sp013333695	0	0	0	0	0	0	0	0	0	0	0	53919	0	0	0	0	0	0	0	0	0	0	0	80533	0	0	0	0	53121	0	0	0	0	0	0	0	0	0
s__TM7x_sp900555265	0	0	404879	0	916529	0	249644	278949	748697	108050	228476	164467	73996	462783	596466	736578	875188	4530027	46600	681428	194668	326259	164831	327629	0	370857	0	392754	731254	337420	108604	136647	89285	902791	102517	97871	229210	0
s__TM7x_sp900555425	0	0	832733	112552	788340	6298960	306734	217069	979581	81301	766088	278001	89537	581715	992444	644063	982528	3904586	220346	651439	231819	456400	226117	0	0	814922	0	630854	1024489	115602	465177	209772	323933	954471	255084	53593	204357	225316
s__TM7x_sp900555675	0	0	2504374	173557	811970	3674394	1083365	204573	905885	242878	1627019	184603	236045	1266481	6372278	2176270	6306855	5617648	432402	3977153	970569	2249539	317950	1161245	0	2151121	102311	3795555	2221576	586067	1822711	496893	344009	6314514	249644	194351	1089611	949414
s__TM7x_sp900555885	0	0	865033	209024	1714104	0	965660	0	253824	271762	1327105	342451	223689	1006219	943905	828713	1175996	8796027	305660	2767181	1234572	641982	0	1868860	279748	1767037	246873	192684	1377849	312787	349359	1489917	0	833424	346671	141946	436309	0
s__TM7x_sp900556355	0	0	1125699	0	1009204	4261061	1598300	170398	2426139	495709	1744618	314481	186907	1152746	2806686	1321042	621664	4057779	1699624	2160525	862482	366275	311309	951471	861328	548312	158302	463359	920765	215475	4048991	504781	714011	1451589	593378	110890	197411	2490732
s__TM7x_sp900556885	0	0	795851	0	220805	0	271114	0	5304426	86908	344795	143746	128351	400977	689578	563308	608515	2705531	107634	783922	0	306757	0	0	0	0	0	411641	926708	181957	0	4350657	813508	468683	231373	64412	269288	374618
s__TM7x_sp900557595	0	0	1342170	197481	470976	0	705249	0	716570	1031247	474216	106439	227107	630715	1411502	0	369508	17267030	231502	1471692	171407	912699	135176	0	120497	211962	69418	481211	1654896	238291	803917	1036266	6917423	452141	130981	94364	0	1325919
s__UBA1103_sp004138455	0	0	55156	40453	26416	576997	114610	155742	0	0	0	174854	78909	170317	19238	0	40010	113194	152550	0	0	0	0	113348	126840	0	17004	0	0	0	0	91382	0	0	0	0	0	0
s__UBA1103_sp013333515	0	0	96998	39951	47829	0	87571	115850	0	0	0	252235	46222	200783	47495	0	116004	223067	121716	0	20809	0	0	615931	185238	0	33309	0	0	0	0	55850	0	0	0	0	0	0
s__UBA2866_sp004138405	0	560693	105454	494436	834286	263089	43886	0	0	60875	126236	0	0	412338	133447	0	60516	1882928	74260	0	0	180329	44235	0	181196	295102	0	0	0	112595	278447	64258	90889	0	18821	158249	540083	0
s__UBA2866_sp007845165	0	0	26727	0	436144	1234795	64025	0	547996	0	277014	0	0	272614	663182	159694	89423	178888	93100	200249	60525	231304	145238	0	0	669304	32608	139724	159327	0	0	132149	91690	555019	433556	63511	0	72166
s__UBA2866_sp013332955	0	0	18118	0	318945	688949	0	0	237354	35444	173794	0	0	240877	268134	229394	109056	168514	51110	114764	0	236330	0	0	0	0	92524	164770	127644	0	318080	96187	124798	429779	352750	58903	0	0
s__UBA2866_sp013332965	0	41810	38339	42862	0	244281	0	0	89809	0	260990	76008	0	537930	373807	0	0	277651	16435	97821	0	589371	0	258500	0	0	29608	43805	0	38046	368475	178420	45394	106306	0	154534	436861	0
s__UBA2866_sp013333135	0	0	28329	0	799753	973979	48394	0	431701	49261	152659	0	0	305247	480184	116968	247211	65611	64038	127130	26611	275062	73793	0	56254	515475	96925	363514	137601	0	442660	111505	38981	503202	295203	112907	0	96589
s__UBA2866_sp013333375	0	0	28228	0	462868	370527	58414	0	426685	33942	297483	0	36898	170815	313695	92524	193482	212273	80273	172400	0	121884	0	215850	60365	0	97825	416349	263786	0	208553	169651	118693	518018	262134	0	0	0
s__UMGS1907_sp004151455	0	0	0	0	0	0	0	415996	0	0	0	0	0	0	0	0	0	348376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2231774	0	0	0
s__UMGS1907_sp013333405	186185	292899	59060	288261	945464	200285	829637	388951	260846	73091	333321	22893	52138	2372047	619281	340605	0	392937	708098	512128	150635	2574435	1262615	141677	126472	1064538	82421	582692	162265	0	727157	679549	554844	0	937920	469721	0	282063
s__UMGS1907_sp900555945	0	133793	0	105445	1686465	0	313262	0	334285	61977	493710	58337	0	667967	225554	0	0	0	960957	68715	0	207985	691479	0	0	0	0	200780	0	0	0	0	0	0	393722	192399	0	1712066
s__UMGS1907_sp900556165	0	38709	0	0	2069277	0	95286	679732	73389	81100	123661	0	52439	238059	68737	0	0	0	2285015	61713	0	257814	3795805	0	0	0	30208	154400	0	0	0	50646	148596	0	607648	0	0	490168
s__Belnapia_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15620	0	0	0	0	0	0	0
s__Brevundimonas_aurantiaca	0	0	0	0	0	0	0	0	0	55869	0	0	0	0	0	0	5852	0	0	0	0	0	0	0	0	189568	0	0	0	0	0	0	0	0	0	439611	0	0
s__Brevundimonas_sp002387245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5104	0	0	0	0
s__Caulobacter_vibrioides_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10812	0	0	0	0	0	0	0	0	0	18632	0	0
s__Bosea_sp900112185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2034	0	0
s__Bosea_sp900156025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2504	0	0
s__Bosea_vestrisii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3884	0	0	0	0	0	0	0	0	0	0	0	0
s__Methylobacterium_fujisawaense	0	0	0	2931	0	6141	0	0	0	0	0	3093	0	0	0	0	0	0	2636	0	0	0	2493	0	2878	0	0	0	0	2363	0	0	0	0	0	0	3155	0
s__Methylobacterium_organophilum	0	0	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Methylobacterium_rhodesianum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7423	0	0
s__Methylobacterium_sp002778835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2074	0	0
s__Agrobacterium_pusense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7379	0	0	0	0	0	0	0	0
s__Agrobacterium_sp900013535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3216	0	0
s__Agrobacterium_sp900473305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1491	0	0	0	0	0	0	0	1582	0	0	0	0	0	0	0	0
s__Allorhizobium_rosettiformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	0	0	691	0	0	0
s__Ensifer_sp000799055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1793	0	0
s__Mesorhizobium_sp001899205	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5920	0	0
s__Mesorhizobium_sp004136315	7743	567	3544	10540	2431	180747	10621	13929	10313	2783	663	14559	9796	12730	15531	11327	5601	19693	8168	2441	7063	673	12064	15025	3861	80186	0	686	1654	22928	20826	1732	4008	49341	5316	6041	24840	3743
s__Bradyrhizobium_guangzhouense	0	0	0	0	0	0	0	1834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bradyrhizobium_sp000015165	2765	0	1221	3062	1221	12342	2996	5201	1021	974	0	2691	2406	2155	3297	3679	0	5808	4089	0	2141	0	3398	4417	0	52957	0	0	0	1962	4045	0	0	2392	1402	1042	0	1812
s__Bradyrhizobium_sp001556045	0	0	0	4477	0	0	2815	0	0	0	0	4338	2767	3308	1864	4521	0	5396	2756	0	0	0	0	9025	0	18720	0	0	0	2193	0	0	0	4604	1512	1823	3405	1792
s__Bradyrhizobium_sp002831585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7758	0	0	0	0	0	0	0	0	0	3496	0	0
s__Bradyrhizobium_sp003020075	77734	7102	23123	114681	28817	683440	79956	86582	42752	30037	6312	147707	61864	64253	46894	125674	17905	170241	85785	9502	46519	7474	107268	91551	66381	640082	8892	8081	23954	58270	212779	10109	45394	64453	44148	35963	102491	62958
s__Tardiphaga_sp002256345	0	0	0	0	0	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9580	0	0	0	0	1862	0	0	0	584	0	0	0
s__Ochrobactrum_A_pituitosum	0	0	0	0	0	0	0	0	4105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Phyllobacterium_myrsinacearum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2665	0	0
s__Phyllobacterium_sp900539805	0	0	0	0	0	0	0	0	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16128	0	0
s__Haematobacter_massiliensis	0	0	0	0	0	0	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Mangrovicoccus_ximenensis	0	0	0	0	0	0	0	0	0	0	8703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paracoccus_marcusii	0	0	0	0	0	0	4318	0	0	0	0	7029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1982	0	0	2235	0	0	0	0	0
s__Paracoccus_sphaerophysae	0	0	0	0	0	0	10120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Insolitispirillum_peregrinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2423	0	0	0	0	0	0	0	0
s__Novosphingobium_sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2824	0	0	0	0	0	0	0
s__Novosphingobium_sp001725355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4343	0	0	0	0	0	0	0	0	0	0	0	0	5960	0	0
s__Novosphingobium_sp002336885	0	0	2132	6354	0	0	5110	10222	3885	3294	0	7480	4001	4691	0	3869	0	12057	6464	0	0	0	0	0	3640	34136	0	0	0	4175	3164	0	0	0	2623	0	0	0
s__Novosphingobium_sp009856825	0	0	0	0	0	0	2655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sphingobium_yanoikuyae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1774	0	0	0	0	0	0	0	0	0	0	0	0	0	7549	0	0	0	0	0	0	0	0
s__Sphingomonas_aquatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6862	0	0
s__Sphingomonas_ginsenosidimutans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5686	0	0	0	0	0	0	0	0	0	8074	0	0
s__Sphingomonas_hankookensis	0	0	0	0	0	0	0	0	0	0	0	1767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sphingomonas_leidyi	0	0	0	0	0	0	0	0	0	2323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13023	0	0
s__Sphingomonas_paucimobilis	2384	0	0	0	0	0	0	0	0	8701	0	2560	0	2085	0	4340	0	3909	0	0	0	0	0	0	0	62267	0	0	0	0	0	0	2345	0	1892	63611	0	0
s__Sphingomonas_sp002127225	0	0	0	0	0	0	0	0	0	11715	0	0	0	0	0	0	1440	0	0	0	1441	0	0	0	0	126655	0	0	0	0	0	0	0	0	0	110831	0	0
s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5816	0	0	0	0	0	0	0	1821	0	0	0	0
s__Acidovorax_defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21835	0
s__Acidovorax_temperans	0	0	0	0	0	42745	5661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10618	0	23525	0	0	0	0	0	0	0	0	0	0	0	0
s__Aquabacterium_sp003963115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6151	0	0
s__Aquabacterium_sp004322345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5449	0	0
s__Bordetella_pertussis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77977	0	0	0	0	0	0	0	0	0
s__Burkholderia_contaminans	0	0	0	0	0	0	0	0	0	0	0	4036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Comamonas_aquatica	0	0	0	0	0	0	0	0	6778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8811	0	0	0	0	0	0	0	0
s__Cupriavidus_metallidurans	342072	56414	134542	720954	205518	3001120	471440	575694	251414	218847	33313	743930	395041	676023	296464	670628	116555	1248351	480416	78417	354703	47722	801288	491727	299731	5152112	76820	59107	178809	330633	1017452	64258	222333	388884	291183	345223	561399	249184
s__Cupriavidus_pauculus	1102	0	912	3062	0	25888	1443	3688	1742	901	0	3805	1855	2095	2505	2165	369	5506	2866	440	2311	458	3971	6831	893	16518	477	0	0	1822	6258	0	0	1551	1161	0	2965	875
s__Cupriavidus_sp000292345	0	0	0	0	0	13847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Curvibacter_lanceolatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1793	0	0
s__Herbaspirillum_huttiense	0	0	0	0	0	0	0	0	0	0	0	2289	1474	1874	0	0	0	2673	1603	0	0	0	0	0	0	5266	0	0	0	1492	0	0	0	0	0	0	0	0
s__Hylemonella_delicata	19133	0	0	0	0	0	0	7466	38847	4175	0	0	0	0	0	0	0	0	0	0	16207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13023	0	0
s__Janthinobacterium_sp009923995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lautropia_dentalis	2500231	183552	64465	4462553	2210294	72918227	421455	63434	3170056	166460	574374	271431	773400	3418161	393723	1562748	1539935	15742110	62033	3015383	7442497	447703	2069237	1287579	8745473	1467281	1421017	249515	237088	37541978	608977	606894	247378	16129466	161583	1242534	7509270	1517200
s__Lautropia_mirabilis	18606835	1765953	3014448	13126037	4385906	71040470	8117101	2541455	19978836	2939827	2576949	8864872	2621617	2387800	5134174	2289585	4362376	13745449	1722995	1176874	10874222	642626	8176578	11425717	6748672	6982595	3237303	2884230	4536626	36892645	662005	5490978	3712814	40462801	385610	8745777	15695142	4529735
s__Limnohabitans_sp903880855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20919
s__Massilia_timonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3768	0	0	0	0	0
s__Ottowia_sp001262075	41772	196091	103162	411417	290363	91009	237496	130091	147078	0	122574	56630	54043	71871	469749	21953	77120	137704	115059	781536	73331	31815	50871	0	168634	183146	17905	563689	180243	402547	146710	23321	86680	213783	4014	185916	129163	819953
s__Pelomonas_puraquae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3176	0	0
s__Pelomonas_sp003963075	0	0	0	9586	0	41742	0	0	8200	0	0	5623	2326	0	3407	0	0	17483	4169	0	0	0	0	0	0	26328	0	0	0	14918	0	0	0	12510	1992	2665	0	4844
s__Pigmentiphaga_sp001898625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16946	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pseudoduganella_lutea	0	0	0	0	0	0	0	0	2833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3094	0	0	0	0	0	0	0	0
s__Ralstonia_insidiosa	0	0	0	0	0	0	0	0	0	1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12021	0	0
s__Ralstonia_mannitolilytica	0	0	0	0	0	0	0	0	0	9882	0	2691	0	0	3327	0	2131	0	0	0	0	0	0	0	0	69074	0	0	0	0	0	0	0	0	0	69521	0	0
s__Ralstonia_pickettii	0	0	0	7267	0	0	0	0	0	18323	0	10342	0	0	0	0	0	12761	0	0	0	0	0	0	0	100516	0	0	0	0	0	0	0	0	0	160119	0	0
s__Ralstonia_pickettii_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9296	0	0
s__Ralstonia_pickettii_B	6621	0	0	8101	0	0	11322	10923	0	3094	0	25905	6287	6074	0	7709	0	7827	5662	0	0	0	11360	0	9045	76682	0	0	0	17621	0	0	0	0	3163	27849	10817	0
s__Ralstonia_sp000620465	4227	0	0	16261	0	0	0	8949	4846	71188	2981	26708	2878	4491	4339	0	9322	4984	4420	2481	6303	0	0	0	0	390422	0	0	1734	6648	0	0	21044	0	2102	524051	0	0
s__Ralstonia_sp000801955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8495	0	0
s__Ralstonia_sp001078575	0	0	0	0	0	0	0	0	0	4646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20622	0	0	0	0	0	0	0	0	0	29051	0	0
s__Ralstonia_sp003851545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3536	0	0
s__Ralstonia_sp007997035	0	0	0	0	0	0	0	0	0	6058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61065	0	0	0	0	0	0	0	0	0	53093	0	0
s__Ralstonia_sp900115545	0	0	0	0	0	0	0	0	0	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11921	0	0
s__SC2-9_sp003008575	0	0	0	0	0	0	0	0	0	0	0	11145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__UBA4615_sp903903975	0	0	0	0	0	13044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9828	0	0	0	0
s__Alysiella_crassa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12013	0	0	0
s__Eikenella_corrodens	223199	210196	351980	697817	375066	358470	213245	172886	547578	51864	269542	239883	276868	95827	564890	162356	85122	132821	309435	581033	499362	632308	272903	38964	410428	201309	119527	236756	238114	631964	114958	230174	190617	301087	89798	431910	160072	2087143
s__Eikenella_corrodens_B	27748	9192	11912	128465	49230	0	28556	26456	70085	12816	25010	51509	710466	21451	75250	26865	0	11655	32470	115080	47120	26913	21313	35859	41012	0	298482	27103	64747	804826	35045	65459	12225	60049	0	32457	41166	404937
s__Eikenella_exigua	335337	13903	13514	223603	33921	1355	57512	38080	103389	8831	67726	1070601	28275	37389	51302	0	9593	20899	36779	88919	19108	69833	53585	0	25770	0	14504	79910	90105	107167	0	23021	11023	43636	0	91459	28445	321806
s__Eikenella_halliae	112720	33708	25125	309546	126363	0	81359	56820	91511	26233	104298	600638	58655	48916	320112	176763	10603	57372	84682	344971	45219	47422	64342	24440	55852	154308	33609	113649	95918	354284	234817	165414	70146	278664	57163	166772	95051	955761
s__Eikenella_longinqua	18632	0	0	14655	0	0	17835	0	5296	0	5342	0	0	9653	0	0	0	0	0	5421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13713
s__Eikenella_shayeganii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Kingella_kingae	0	5201	37938	21481	258159	0	83763	0	0	0	167578	0	69885	37088	310995	29872	23906	0	8929	817699	231379	88742	0	25843	607476	66972	3071	281863	37285	254781	50364	3063	0	0	12814	279086	232497	60356
s__Kingella_negevensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12903	0	0	0	0	13336	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Kingella_A_denitrificans	372259	1052739	710860	3976707	2146897	964631	1350723	1792477	1620337	231450	2649348	1160956	2102116	976259	2317578	319251	74520	1023738	3405379	732171	852973	212639	753583	973745	2442958	2320264	566544	787689	824686	1091786	414169	172044	836632	531449	189363	1598794	1864422	6694410
s__Kingella_B_oralis	265655	30607	1003655	193361	173580	448597	248089	63734	437405	422735	120013	255650	195809	170623	125005	97837	33609	758074	389217	137336	137568	194657	101800	727544	325358	913180	59615	200822	89604	440972	87711	129752	253936	291355	30634	64512	409168	262779
s__Neisseria_animalis	0	0	0	0	5483	0	0	24251	0	0	0	0	0	0	18838	28469	0	0	0	15903	0	5323	0	0	0	0	0	9711	0	0	0	0	0	0	0	11220	0	11611
s__Neisseria_bacilliformis	658844	54213	282149	441161	95958	117070	177057	76561	53465	150958	226822	72795	43415	38592	164256	37491	8322	64104	71855	544632	50821	31515	32372	341324	82224	52156	23006	444414	36383	336729	103558	32429	451913	56847	8890	54896	148928	124457
s__Neisseria_bergeri	4177	0	57758	251626	72944	858079	188458	229135	197565	29537	109865	2090017	2036587	367959	1790437	94228	629379	104029	266389	28706	22810	132164	206310	548230	703485	0	16804	383298	62342	156443	0	125115	633061	109651	21023	64412	282403	1378688
s__Neisseria_brasiliensis	0	0	0	0	0	0	0	0	46757	0	0	0	0	0	0	0	0	0	0	0	12005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Neisseria_cerebrosa	4201337	2320806	855205	6463136	1002823	0	2044878	5081189	139648472	403663	1504052	3607289	2965691	3170789	5255929	5831522	1027337	263089	1616829	538815	2003663	166865	4022225	23551691	3885338	0	4426688	438246	427615	3140491	291270	339472	26345826	2157250	924625	3690899	1711794	1278322
s__Neisseria_chenwenguii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10923	0	0	0	0	0	0	0	0	26803	0	0	0	0	0	0	0	0	0	0
s__Neisseria_cinerea	122347	546203	99400	767656	1165985	923218	4625802	3352187	2058318	1190975	799516	304798	5908542	491728	451723	335957	1185729	3053055	1457508	4410821	379718	1434578	1396715	7687444	198329	338455	1092495	196952	514430	11924745	102591	1178076	25025280	856090	713205	4086337	429808	5885385
s__Neisseria_denitrificans	0	0	0	10640	15509	0	14528	0	0	0	5062	66871	0	0	0	0	0	60487	0	0	0	0	0	0	23464	0	0	0	0	0	0	0	0	0	0	0	0	17016
s__Neisseria_dentiae	0	0	0	0	0	0	0	0	5927	0	0	0	0	0	0	0	0	0	0	12203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Neisseria_dumasiana	0	0	0	0	0	0	0	0	39748	0	0	0	0	0	77154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Neisseria_elongata	1467727	1656244	3967416	3744243	1334750	1128972	2293849	1185819	3375416	158513	1111089	2647234	1827172	628229	2995342	1292242	360082	1287675	1833473	5085008	15160879	403468	1630539	900565	4323529	5041421	1200808	5509868	2427558	5943571	242507	173510	1981408	2052336	203680	2877080	816745	4346452
s__Neisseria_flavescens	0	297850	357319	45873	641565	0	272007	127609	1107958	99523	55521	283630	199099	179092	255796	1537139	148597	108163	221884	234362	545574	958270	348291	0	3154345	1033930	82721	137197	628631	278449	0	30227	74555	1217934	40044	318918	153160	2821551
s__Neisseria_flavescens_A	27347	2010920	552000	658630	370519	420784	450231	78265	3256997	824989	906898	70787	217208	106216	975342	811529	118618	2644027	729589	5827300	3987497	9863377	725085	123136	309874	7953138	0	2270249	825521	142732	0	16014	296300	935680	957234	682402	1175670	5061765
s__Neisseria_flavescens_B	84546	5139731	14289891	2895407	26594525	2952967	55835905	759120	5017857	688140	5511751	3691276	2038266	1751234	13278806	2605640	1883615	6688932	1695251	71856758	78807638	2177471	1477656	222449	5225857	11912507	357311	13579967	846670	644525	605300	1608607	885404	9966142	1105849	7507431	4698247	10004071
s__Neisseria_flavescens_C	128573	1778111	6219466	2327688	991033	3335427	2468975	80670	2843597	4667651	639339	7036721	2207417	767615	1640448	1410914	154465	4066302	1371973	8313903	5107190	3304093	1173685	1690169	1319663	422175	403100	906310	1479297	1253713	8607312	4273756	871114	551792	1802511	2576558	6081295	4553407
s__Neisseria_gonorrhoeae	0	0	42643	80906	273517	0	31862	0	99521	0	294139	793366	70788	207917	100335	45410	19505	0	0	227185	47020	55626	89576	14224	27776	375904	80021	222794	73968	111787	0	43139	139321	803753	0	498256	55288	101677
s__Neisseria_iguanae	0	232654	20321	0	0	0	0	0	27834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28277	0	0	0	0	0	0	0	0	0	0	0	0	0
